Instrument Type				LS 6000							
Data Capture Date				18 Oct 2014 13:56:45							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD4311B.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.0270	8019.40	8019.40	8019.40	1.00	8019.40	1.00	0.08	5.46
2	**-2	5.00	12.0000	76578.40	76578.40	76578.40	0.32	76578.40	0.32	0.02	12.75
3	**-3	5.00	11.9700	77912.20	77912.20	77912.20	0.32	77912.20	0.32	0.02	20.09
4	**-4	5.00	11.2600	73796.40	73796.40	73796.40	0.33	73796.40	0.33	0.00	27.42
5	**-5	5.00	11.3300	74467.20	74467.20	74467.20	0.33	74467.20	0.33	0.00	34.76
6	**-6	5.00	12.0100	76755.80	76755.80	76755.80	0.32	76755.80	0.32	0.02	42.10
7	**-7	5.00	12.0400	78049.60	78049.60	78049.60	0.32	78049.60	0.32	0.02	49.46
8	**-8	5.00	11.4700	76270.00	76270.00	76270.00	0.32	76270.00	0.32	0.00	56.79
9	**-9	5.00	11.3500	74737.00	74737.00	74737.00	0.33	74737.00	0.33	0.00	64.12
10	**-10	5.00	12.0100	76433.20	76433.20	76433.20	0.32	76433.20	0.32	0.02	71.45
11	**-11	5.00	12.0200	74812.60	74812.60	74812.60	0.33	74812.60	0.33	0.02	78.80
13	**-1	5.00	11.4500	74568.40	74568.40	74568.40	0.33	74568.40	0.33	0.00	86.37
14	**-2	5.00	4.1520	8716.00	8716.00	8716.00	0.96	8716.00	0.96	0.08	93.58
15	**-3	5.00	11.2900	74521.20	74521.20	74521.20	0.33	74521.20	0.33	0.00	100.87
16	**-4	5.00	18.1100	85678.00	85678.00	85678.00	0.31	85678.00	0.31	0.00	108.23
17	**-5	5.00	17.9000	86418.60	86418.60	86418.60	0.30	86418.60	0.30	0.02	115.62
18	**-6	5.00	17.1400	83408.00	83408.00	83408.00	0.31	83408.00	0.31	0.00	123.00
19	**-7	5.00	17.1500	85901.40	85901.40	85901.40	0.31	85901.40	0.31	0.00	130.39
20	**-8	5.00	17.9900	85871.60	85871.60	85871.60	0.31	85871.60	0.31	0.00	137.77
21	**-9	5.00	18.0300	87832.40	87832.40	87832.40	0.30	87832.40	0.30	0.00	145.16
22	**-10	5.00	17.3300	87546.00	87546.00	87546.00	0.30	87546.00	0.30	0.00	152.53
23	**-11	5.00	17.2900	82737.40	82737.40	82737.40	0.31	82737.40	0.31	0.00	159.90
25	**-1	5.00	18.0700	83900.20	83900.20	83900.20	0.31	83900.20	0.31	0.00	167.53
26	**-2	5.00	18.0900	82163.60	82163.60	82163.60	0.31	82163.60	0.31	0.00	174.93
27	**-3	5.00	4.1690	8844.60	8844.60	8844.60	0.95	8844.60	0.95	0.08	182.18
28	**-4	5.00	17.1800	78100.80	78100.80	78100.80	0.32	78100.80	0.32	0.00	189.48
29	**-5	5.00	17.2100	85230.00	85230.00	85230.00	0.31	85230.00	0.31	0.00	196.84
30	**-6	5.00	18.0800	81793.80	81793.80	81793.80	0.31	81793.80	0.31	0.00	204.21
31	**-7	5.00	18.0200	86836.60	86836.60	86836.60	0.30	86836.60	0.30	0.02	211.62
32	**-8	5.00	17.2700	84314.80	84314.80	84314.80	0.31	84314.80	0.31	0.00	218.99
33	**-9	5.00	17.1400	85049.60	85049.60	85049.60	0.31	85049.60	0.31	0.00	226.37
34	**-10	5.00	18.1000	89535.00	89535.00	89535.00	0.30	89535.00	0.30	0.00	233.78
35	**-11	5.00	17.8800	83796.00	83796.00	83796.00	0.31	83796.00	0.31	0.00	241.15
37	**-1	5.00	17.2000	79980.80	79980.80	79980.80	0.32	79980.80	0.32	0.00	248.77
38	**-2	5.00	17.2300	81311.20	81311.20	81311.20	0.31	81311.20	0.31	0.00	256.13
39	**-3	5.00	17.9600	80893.20	80893.20	80893.20	0.31	80893.20	0.31	0.00	263.51
40	**-4	5.00	4.1430	9065.60	9065.60	9065.60	0.94	9065.60	0.94	0.08	270.73
41	**-5	5.00	18.0400	87669.40	87669.40	87669.40	0.30	87669.40	0.30	0.00	278.06
42	**-6	5.00	17.1100	80274.40	80274.40	80274.40	0.32	80274.40	0.32	0.00	285.41
43	**-7	5.00	17.1800	84309.00	84309.00	84309.00	0.31	84309.00	0.31	0.00	292.81
