Instrument Type				LS 6000							
Data Capture Date				18 Oct 2014 23:46:29							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD060E9.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.0390	8114.80	8114.80	8114.80	0.99	8114.80	0.99	0.08	5.46
2	**-2	5.00	12.0300	72732.00	72732.00	72732.00	0.33	72732.00	0.33	0.02	12.73
3	**-3	5.00	12.0300	76775.20	76775.20	76775.20	0.32	76775.20	0.32	0.02	20.07
4	**-4	5.00	11.3100	72026.80	72026.80	72026.80	0.33	72026.80	0.33	0.00	27.40
5	**-5	5.00	11.3700	73482.40	73482.40	73482.40	0.33	73482.40	0.33	0.00	34.74
6	**-6	5.00	12.0000	75436.80	75436.80	75436.80	0.33	75436.80	0.33	0.02	42.08
7	**-7	5.00	12.0600	78258.20	78258.20	78258.20	0.32	78258.20	0.32	0.02	49.42
8	**-8	5.00	11.5000	75810.60	75810.60	75810.60	0.32	75810.60	0.32	0.00	56.78
9	**-9	5.00	11.3800	73282.80	73282.80	73282.80	0.33	73282.80	0.33	0.00	64.10
10	**-10	5.00	12.1100	77736.40	77736.40	77736.40	0.32	77736.40	0.32	0.02	71.45
11	**-11	5.00	12.1300	72367.60	72367.60	72367.60	0.33	72367.60	0.33	0.02	78.77
13	**-1	5.00	11.3800	73928.00	73928.00	73928.00	0.33	73928.00	0.33	0.00	86.36
14	**-2	5.00	4.1610	9183.80	9183.80	9183.80	0.93	9183.80	0.93	0.07	93.56
15	**-3	5.00	11.3300	75087.60	75087.60	75087.60	0.33	75087.60	0.33	0.00	100.84
16	**-4	5.00	18.0900	82090.00	82090.00	82090.00	0.31	82090.00	0.31	0.00	108.19
17	**-5	5.00	18.0300	80521.60	80521.60	80521.60	0.32	80521.60	0.32	0.00	115.57
18	**-6	5.00	17.2700	82306.80	82306.80	82306.80	0.31	82306.80	0.31	0.00	122.93
19	**-7	5.00	17.1400	86016.80	86016.80	86016.80	0.30	86016.80	0.30	0.00	130.34
20	**-8	5.00	18.1300	83267.00	83267.00	83267.00	0.31	83267.00	0.31	0.00	137.71
21	**-9	5.00	18.2100	88146.80	88146.80	88146.80	0.30	88146.80	0.30	0.00	145.10
22	**-10	5.00	17.3500	85174.40	85174.40	85174.40	0.31	85174.40	0.31	0.00	152.47
23	**-11	5.00	17.3900	86240.20	86240.20	86240.20	0.30	86240.20	0.30	0.00	159.86
25	**-1	5.00	18.1100	85682.80	85682.80	85682.80	0.31	85682.80	0.31	0.00	167.48
26	**-2	5.00	18.1600	82137.40	82137.40	82137.40	0.31	82137.40	0.31	0.00	174.84
27	**-3	5.00	4.2040	8387.00	8387.00	8387.00	0.98	8387.00	0.98	0.08	182.08
28	**-4	5.00	17.3600	81529.20	81529.20	81529.20	0.31	81529.20	0.31	0.00	189.37
29	**-5	5.00	17.3100	80439.40	80439.40	80439.40	0.32	80439.40	0.32	0.00	196.75
30	**-6	5.00	18.1300	79787.20	79787.20	79787.20	0.32	79787.20	0.32	0.00	204.09
31	**-7	5.00	18.1300	87461.20	87461.20	87461.20	0.30	87461.20	0.30	0.00	211.49
32	**-8	5.00	17.3600	84826.60	84826.60	84826.60	0.31	84826.60	0.31	0.00	218.89
33	**-9	5.00	17.1500	85220.00	85220.00	85220.00	0.31	85220.00	0.31	0.00	226.24
34	**-10	5.00	18.1500	81425.40	81425.40	81425.40	0.31	81425.40	0.31	0.00	233.62
35	**-11	5.00	18.1200	86263.00	86263.00	86263.00	0.30	86263.00	0.30	0.00	241.02
37	**-1	5.00	17.2700	84018.00	84018.00	84018.00	0.31	84018.00	0.31	0.00	248.62
38	**-2	5.00	17.3400	79028.80	79028.80	79028.80	0.32	79028.80	0.32	0.00	255.99
39	**-3	5.00	18.1200	80311.20	80311.20	80311.20	0.32	80311.20	0.32	0.00	263.37
40	**-4	5.00	4.1610	8887.80	8887.80	8887.80	0.95	8887.80	0.95	0.07	270.61
41	**-5	5.00	18.2300	86955.40	86955.40	86955.40	0.30	86955.40	0.30	0.00	277.93
42	**-6	5.00	17.1800	81324.40	81324.40	81324.40	0.31	81324.40	0.31	0.00	285.28
43	**-7	5.00	17.3100	85101.20	85101.20	85101.20	0.31	85101.20	0.31	0.00	292.64
