Instrument Type				LS 6000							
Data Capture Date				17 Oct 2014 18:17:07							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD9B8EA.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.0690	8315.20	8315.20	8315.20	0.98	8315.20	0.98	0.08	5.46
2	**-2	5.00	11.9900	70986.20	70986.20	70986.20	0.34	70986.20	0.34	0.02	12.74
3	**-3	5.00	11.9600	76226.20	76226.20	76226.20	0.32	76226.20	0.32	0.02	20.09
4	**-4	5.00	11.3800	73470.20	73470.20	73470.20	0.33	73470.20	0.33	0.00	27.42
5	**-5	5.00	11.4000	74992.00	74992.00	74992.00	0.33	74992.00	0.33	0.00	34.74
6	**-6	5.00	11.9700	72700.40	72700.40	72700.40	0.33	72700.40	0.33	0.02	42.08
7	**-7	5.00	12.0800	77004.20	77004.20	77004.20	0.32	77004.20	0.32	0.02	49.44
8	**-8	5.00	11.5100	74260.60	74260.60	74260.60	0.33	74260.60	0.33	0.00	56.77
9	**-9	5.00	11.4100	75174.20	75174.20	75174.20	0.33	75174.20	0.33	0.00	64.11
10	**-10	5.00	12.0500	77245.80	77245.80	77245.80	0.32	77245.80	0.32	0.02	71.47
11	**-11	5.00	12.0300	72079.60	72079.60	72079.60	0.33	72079.60	0.33	0.02	78.79
13	**-1	5.00	11.4200	73085.00	73085.00	73085.00	0.33	73085.00	0.33	0.00	86.36
14	**-2	5.00	4.1630	8546.20	8546.20	8546.20	0.97	8546.20	0.97	0.08	93.58
15	**-3	5.00	11.3500	74746.20	74746.20	74746.20	0.33	74746.20	0.33	0.00	100.86
16	**-4	5.00	18.1100	84825.40	84825.40	84825.40	0.31	84825.40	0.31	0.02	108.22
17	**-5	5.00	18.0600	81271.00	81271.00	81271.00	0.31	81271.00	0.31	0.02	115.58
18	**-6	5.00	17.2800	84644.80	84644.80	84644.80	0.31	84644.80	0.31	0.00	122.97
19	**-7	5.00	17.3100	86184.00	86184.00	86184.00	0.30	86184.00	0.30	0.00	130.36
20	**-8	5.00	18.1400	84956.00	84956.00	84956.00	0.31	84956.00	0.31	0.00	137.75
21	**-9	5.00	18.1300	88660.60	88660.60	88660.60	0.30	88660.60	0.30	0.00	145.14
22	**-10	5.00	17.5000	87392.80	87392.80	87392.80	0.30	87392.80	0.30	0.00	152.53
23	**-11	5.00	17.4300	82765.00	82765.00	82765.00	0.31	82765.00	0.31	0.00	159.90
25	**-1	5.00	18.0900	82567.00	82567.00	82567.00	0.31	82567.00	0.31	0.00	167.53
26	**-2	5.00	18.1800	79015.80	79015.80	79015.80	0.32	79015.80	0.32	0.02	174.89
27	**-3	5.00	4.1990	9079.40	9079.40	9079.40	0.94	9079.40	0.94	0.08	182.13
28	**-4	5.00	17.3300	77756.20	77756.20	77756.20	0.32	77756.20	0.32	0.00	189.43
29	**-5	5.00	17.3600	83132.20	83132.20	83132.20	0.31	83132.20	0.31	0.00	196.79
30	**-6	5.00	18.1700	86586.80	86586.80	86586.80	0.30	86586.80	0.30	0.00	204.15
31	**-7	5.00	18.1600	88047.00	88047.00	88047.00	0.30	88047.00	0.30	0.02	211.56
32	**-8	5.00	17.3900	83853.80	83853.80	83853.80	0.31	83853.80	0.31	0.00	218.94
33	**-9	5.00	17.3300	84382.40	84382.40	84382.40	0.31	84382.40	0.31	0.00	226.29
34	**-10	5.00	18.1300	88736.20	88736.20	88736.20	0.30	88736.20	0.30	0.00	233.68
35	**-11	5.00	18.0900	86571.80	86571.80	86571.80	0.30	86571.80	0.30	0.02	241.07
37	**-1	5.00	17.3400	79538.40	79538.40	79538.40	0.32	79538.40	0.32	0.00	248.68
38	**-2	5.00	17.3700	83851.80	83851.80	83851.80	0.31	83851.80	0.31	0.00	256.07
39	**-3	5.00	18.1500	83962.60	83962.60	83962.60	0.31	83962.60	0.31	0.00	263.45
40	**-4	5.00	4.1510	8468.40	8468.40	8468.40	0.97	8468.40	0.97	0.08	270.68
41	**-5	5.00	18.1200	82238.60	82238.60	82238.60	0.31	82238.60	0.31	0.00	278.00
42	**-6	5.00	17.2900	85218.80	85218.80	85218.80	0.31	85218.80	0.31	0.00	285.36
43	**-7	5.00	17.3500	79828.60	79828.60	79828.60	0.32	79828.60	0.32	0.00	292.73
