Instrument Type				LS 6000							
Data Capture Date				19 Oct 2014 14:30:42							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD0CC43.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.1050	8179.60	8179.60	8179.60	0.99	8179.60	0.99	0.08	5.46
2	**-2	5.00	12.0900	72479.20	72479.20	72479.20	0.33	72479.20	0.33	0.02	12.72
3	**-3	5.00	12.1000	78087.80	78087.80	78087.80	0.32	78087.80	0.32	0.02	20.07
4	**-4	5.00	11.3600	73027.20	73027.20	73027.20	0.33	73027.20	0.33	0.00	27.40
5	**-5	5.00	11.3800	75465.40	75465.40	75465.40	0.33	75465.40	0.33	0.00	34.73
6	**-6	5.00	12.0700	77132.80	77132.80	77132.80	0.32	77132.80	0.32	0.00	42.07
7	**-7	5.00	12.1700	78320.40	78320.40	78320.40	0.32	78320.40	0.32	0.02	49.44
8	**-8	5.00	11.4600	76335.40	76335.40	76335.40	0.32	76335.40	0.32	0.00	56.78
9	**-9	5.00	11.3700	74525.80	74525.80	74525.80	0.33	74525.80	0.33	0.00	64.11
10	**-10	5.00	12.1400	76164.20	76164.20	76164.20	0.32	76164.20	0.32	0.02	71.45
11	**-11	5.00	12.1400	72052.20	72052.20	72052.20	0.33	72052.20	0.33	0.00	78.79
13	**-1	5.00	11.4600	75210.20	75210.20	75210.20	0.33	75210.20	0.33	0.00	86.36
14	**-2	5.00	4.1710	8648.80	8648.80	8648.80	0.96	8648.80	0.96	0.08	93.58
15	**-3	5.00	11.3600	75184.40	75184.40	75184.40	0.33	75184.40	0.33	0.00	100.87
16	**-4	5.00	18.1300	83822.20	83822.20	83822.20	0.31	83822.20	0.31	0.00	108.23
17	**-5	5.00	18.0500	79527.60	79527.60	79527.60	0.32	79527.60	0.32	0.00	115.59
18	**-6	5.00	17.1700	77975.80	77975.80	77975.80	0.32	77975.80	0.32	0.00	122.94
19	**-7	5.00	17.1600	86147.80	86147.80	86147.80	0.30	86147.80	0.30	0.00	130.33
20	**-8	5.00	18.1600	84659.60	84659.60	84659.60	0.31	84659.60	0.31	0.00	137.70
21	**-9	5.00	18.2000	83035.00	83035.00	83035.00	0.31	83035.00	0.31	0.00	145.09
22	**-10	5.00	17.3400	84319.60	84319.60	84319.60	0.31	84319.60	0.31	0.00	152.45
23	**-11	5.00	17.3700	81396.20	81396.20	81396.20	0.31	81396.20	0.31	0.00	159.81
25	**-1	5.00	18.2400	83539.00	83539.00	83539.00	0.31	83539.00	0.31	0.00	167.43
26	**-2	5.00	18.2100	83972.20	83972.20	83972.20	0.31	83972.20	0.31	0.00	174.81
27	**-3	5.00	4.2160	8485.80	8485.80	8485.80	0.97	8485.80	0.97	0.08	182.04
28	**-4	5.00	17.3200	77824.20	77824.20	77824.20	0.32	77824.20	0.32	0.00	189.34
29	**-5	5.00	17.2800	85973.80	85973.80	85973.80	0.31	85973.80	0.31	0.00	196.73
30	**-6	5.00	18.1700	82729.20	82729.20	82729.20	0.31	82729.20	0.31	0.00	204.09
31	**-7	5.00	18.1200	87688.80	87688.80	87688.80	0.30	87688.80	0.30	0.00	211.49
32	**-8	5.00	17.3200	84632.80	84632.80	84632.80	0.31	84632.80	0.31	0.00	218.85
33	**-9	5.00	17.1400	84478.20	84478.20	84478.20	0.31	84478.20	0.31	0.00	226.22
34	**-10	5.00	18.1500	83563.20	83563.20	83563.20	0.31	83563.20	0.31	0.00	233.61
35	**-11	5.00	18.1100	81917.20	81917.20	81917.20	0.31	81917.20	0.31	0.00	240.96
37	**-1	5.00	17.2100	85695.00	85695.00	85695.00	0.31	85695.00	0.31	0.00	248.58
38	**-2	5.00	17.2900	85954.00	85954.00	85954.00	0.31	85954.00	0.31	0.00	255.98
39	**-3	5.00	18.2300	80156.20	80156.20	80156.20	0.32	80156.20	0.32	0.00	263.34
40	**-4	5.00	4.1670	9155.00	9155.00	9155.00	0.93	9155.00	0.93	0.08	270.56
41	**-5	5.00	18.1900	87342.40	87342.40	87342.40	0.30	87342.40	0.30	0.00	277.89
42	**-6	5.00	17.1500	79071.20	79071.20	79071.20	0.32	79071.20	0.32	0.00	285.26
43	**-7	5.00	17.2600	84584.40	84584.40	84584.40	0.31	84584.40	0.31	0.00	292.64
