Instrument Type				LS 6000							
Data Capture Date				21 Oct 2014 02:22:51							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD9A844.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.0900	8445.20	8445.20	8445.20	0.97	8445.20	0.97	0.08	5.46
2	**-2	5.00	18.1900	87101.60	87101.60	87101.60	0.30	87101.60	0.30	0.02	12.77
3	**-3	5.00	18.1600	80440.00	80440.00	80440.00	0.32	80440.00	0.32	0.02	20.13
4	**-4	5.00	17.1700	84655.20	84655.20	84655.20	0.31	84655.20	0.31	0.00	27.47
5	**-5	5.00	17.1300	85920.00	85920.00	85920.00	0.31	85920.00	0.31	0.00	34.83
6	**-6	5.00	18.1800	86213.20	86213.20	86213.20	0.30	86213.20	0.30	0.00	42.22
7	**-7	5.00	18.2300	89093.00	89093.00	89093.00	0.30	89093.00	0.30	0.00	49.59
8	**-8	5.00	17.0100	84033.40	84033.40	84033.40	0.31	84033.40	0.31	0.00	56.96
9	**-9	5.00	17.2800	87945.00	87945.00	87945.00	0.30	87945.00	0.30	0.00	64.35
