Instrument Type				LS 6000							
Data Capture Date				20 Oct 2014 23:02:27							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD535D1.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.0850	8123.80	8123.80	8123.80	0.99	8123.80	0.99	0.08	5.46
2	**-2	5.00	18.2700	86137.20	86137.20	86137.20	0.30	86137.20	0.30	0.02	12.76
3	**-3	5.00	18.1800	80019.20	80019.20	80019.20	0.32	80019.20	0.32	0.02	20.13
4	**-4	5.00	17.1800	85252.20	85252.20	85252.20	0.31	85252.20	0.31	0.00	27.51
5	**-5	5.00	17.1500	86632.20	86632.20	86632.20	0.30	86632.20	0.30	0.00	34.88
6	**-6	5.00	18.2300	87193.40	87193.40	87193.40	0.30	87193.40	0.30	0.00	42.25
7	**-7	5.00	18.2100	87699.80	87699.80	87699.80	0.30	87699.80	0.30	0.02	49.63
8	**-8	5.00	17.1200	83675.60	83675.60	83675.60	0.31	83675.60	0.31	0.00	56.99
9	**-9	5.00	17.2900	88432.20	88432.20	88432.20	0.30	88432.20	0.30	0.00	64.38
