Instrument Type				LS 6000							
Data Capture Date				20 Oct 2014 17:28:17							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RADC99B1.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.0960	8256.20	8256.20	8256.20	0.98	8256.20	0.98	0.08	5.48
2	**-2	5.00	18.2100	84772.20	84772.20	84772.20	0.31	84772.20	0.31	0.02	12.80
3	**-3	5.00	18.0900	79459.40	79459.40	79459.40	0.32	79459.40	0.32	0.03	20.16
4	**-4	5.00	17.1400	85378.80	85378.80	85378.80	0.31	85378.80	0.31	0.00	27.53
5	**-5	5.00	17.0900	78821.00	78821.00	78821.00	0.32	78821.00	0.32	0.00	34.90
6	**-6	5.00	18.2100	85960.60	85960.60	85960.60	0.31	85960.60	0.31	0.02	42.26
7	**-7	5.00	18.1700	86679.60	86679.60	86679.60	0.30	86679.60	0.30	0.02	49.68
8	**-8	5.00	17.0900	85045.00	85045.00	85045.00	0.31	85045.00	0.31	0.00	57.04
9	**-9	5.00	17.2000	83717.60	83717.60	83717.60	0.31	83717.60	0.31	0.00	64.39
