Instrument Type				LS 6000							
Data Capture Date				21 Oct 2014 04:36:26							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RADA118A.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.1150	8139.60	8139.60	8139.60	0.99	8139.60	0.99	0.08	5.46
2	**-2	5.00	18.2200	85987.80	85987.80	85987.80	0.31	85987.80	0.31	0.02	12.77
3	**-3	5.00	18.2100	80406.60	80406.60	80406.60	0.32	80406.60	0.32	0.02	20.15
4	**-4	5.00	17.2100	84960.40	84960.40	84960.40	0.31	84960.40	0.31	0.00	27.51
5	**-5	5.00	17.1800	87348.20	87348.20	87348.20	0.30	87348.20	0.30	0.00	34.86
6	**-6	5.00	18.2200	86421.40	86421.40	86421.40	0.30	86421.40	0.30	0.00	42.25
7	**-7	5.00	18.2900	89436.60	89436.60	89436.60	0.30	89436.60	0.30	0.00	49.63
8	**-8	5.00	17.1100	85547.20	85547.20	85547.20	0.31	85547.20	0.31	0.00	56.99
9	**-9	5.00	17.2700	88420.60	88420.60	88420.60	0.30	88420.60	0.30	0.00	64.35
