Instrument Type				LS 6000							
Data Capture Date				21 Oct 2014 06:50:00							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD79A4E.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.0640	8139.40	8139.40	8139.40	0.99	8139.40	0.99	0.08	5.46
2	**-2	5.00	18.2000	80320.00	80320.00	80320.00	0.32	80320.00	0.32	0.02	12.76
3	**-3	5.00	18.1400	79569.20	79569.20	79569.20	0.32	79569.20	0.32	0.02	20.11
4	**-4	5.00	17.1200	83940.40	83940.40	83940.40	0.31	83940.40	0.31	0.00	27.45
5	**-5	5.00	17.0900	85573.00	85573.00	85573.00	0.31	85573.00	0.31	0.00	34.84
6	**-6	5.00	18.2100	85382.40	85382.40	85382.40	0.31	85382.40	0.31	0.00	42.20
7	**-7	5.00	18.2000	89398.80	89398.80	89398.80	0.30	89398.80	0.30	0.00	49.59
8	**-8	5.00	16.9900	84247.00	84247.00	84247.00	0.31	84247.00	0.31	0.00	56.97
9	**-9	5.00	17.2700	88136.60	88136.60	88136.60	0.30	88136.60	0.30	0.00	64.33
