Instrument Type				LS 6000							
Data Capture Date				21 Oct 2014 05:43:13							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RADFE922.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.0730	8088.40	8088.40	8088.40	0.99	8088.40	0.99	0.08	5.46
2	**-2	5.00	18.2300	86595.80	86595.80	86595.80	0.30	86595.80	0.30	0.00	12.77
3	**-3	5.00	18.1200	78487.60	78487.60	78487.60	0.32	78487.60	0.32	0.02	20.14
4	**-4	5.00	17.1200	84382.40	84382.40	84382.40	0.31	84382.40	0.31	0.00	27.49
5	**-5	5.00	17.1200	86757.00	86757.00	86757.00	0.30	86757.00	0.30	0.00	34.84
6	**-6	5.00	18.2200	86238.60	86238.60	86238.60	0.30	86238.60	0.30	0.00	42.23
7	**-7	5.00	18.2500	88747.40	88747.40	88747.40	0.30	88747.40	0.30	0.00	49.63
8	**-8	5.00	17.0600	84968.00	84968.00	84968.00	0.31	84968.00	0.31	0.00	56.99
9	**-9	5.00	17.2600	88721.20	88721.20	88721.20	0.30	88721.20	0.30	0.00	64.36
