Instrument Type				LS 6000							
Data Capture Date				20 Oct 2014 20:48:49							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RADE831A.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.1090	8331.20	8331.20	8331.20	0.98	8331.20	0.98	0.08	5.46
2	**-2	5.00	18.2300	86966.60	86966.60	86966.60	0.30	86966.60	0.30	0.02	12.78
3	**-3	5.00	18.1300	81660.20	81660.20	81660.20	0.31	81660.20	0.31	0.02	20.15
4	**-4	5.00	17.1400	85317.20	85317.20	85317.20	0.31	85317.20	0.31	0.00	27.54
5	**-5	5.00	17.1600	86524.40	86524.40	86524.40	0.30	86524.40	0.30	0.00	34.91
6	**-6	5.00	18.2500	87027.60	87027.60	87027.60	0.30	87027.60	0.30	0.02	42.29
7	**-7	5.00	18.2300	88832.40	88832.40	88832.40	0.30	88832.40	0.30	0.02	49.68
8	**-8	5.00	17.1200	85564.80	85564.80	85564.80	0.31	85564.80	0.31	0.00	57.06
9	**-9	5.00	17.2600	88024.00	88024.00	88024.00	0.30	88024.00	0.30	0.00	64.41
