Instrument Type				LS 6000							
Data Capture Date				21 Oct 2014 01:15:59							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RADE6A87.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.1180	8169.80	8169.80	8169.80	0.99	8169.80	0.99	0.08	5.46
2	**-2	5.00	18.2200	86569.00	86569.00	86569.00	0.30	86569.00	0.30	0.02	12.77
3	**-3	5.00	18.1600	80123.60	80123.60	80123.60	0.32	80123.60	0.32	0.02	20.15
4	**-4	5.00	17.2000	85775.40	85775.40	85775.40	0.31	85775.40	0.31	0.00	27.52
5	**-5	5.00	17.2300	87541.80	87541.80	87541.80	0.30	87541.80	0.30	0.00	34.91
6	**-6	5.00	18.2700	87649.80	87649.80	87649.80	0.30	87649.80	0.30	0.00	42.29
7	**-7	5.00	18.2200	87194.00	87194.00	87194.00	0.30	87194.00	0.30	0.02	49.67
8	**-8	5.00	17.1200	85371.40	85371.40	85371.40	0.31	85371.40	0.31	0.00	57.04
9	**-9	5.00	17.2700	87417.60	87417.60	87417.60	0.30	87417.60	0.30	0.00	64.43
