Instrument Type				LS 6000							
Data Capture Date				20 Oct 2014 19:41:57							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD975C6.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.0680	8133.20	8133.20	8133.20	0.99	8133.20	0.99	0.08	5.46
2	**-2	5.00	18.2400	86982.40	86982.40	86982.40	0.30	86982.40	0.30	0.02	12.78
3	**-3	5.00	18.0900	78223.80	78223.80	78223.80	0.32	78223.80	0.32	0.02	20.15
4	**-4	5.00	17.1100	83863.80	83863.80	83863.80	0.31	83863.80	0.31	0.00	27.52
5	**-5	5.00	17.1900	85891.40	85891.40	85891.40	0.31	85891.40	0.31	0.00	34.88
6	**-6	5.00	18.2500	86782.40	86782.40	86782.40	0.30	86782.40	0.30	0.02	42.24
7	**-7	5.00	18.2700	88961.00	88961.00	88961.00	0.30	88961.00	0.30	0.02	49.67
8	**-8	5.00	17.1200	84358.80	84358.80	84358.80	0.31	84358.80	0.31	0.00	57.04
9	**-9	5.00	17.1900	87512.00	87512.00	87512.00	0.30	87512.00	0.30	0.00	64.43
