Instrument Type				LS 6000							
Data Capture Date				21 Oct 2014 00:09:15							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD15B02.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.1270	8222.60	8222.60	8222.60	0.99	8222.60	0.99	0.08	5.46
2	**-2	5.00	18.2100	86024.40	86024.40	86024.40	0.30	86024.40	0.30	0.02	12.76
3	**-3	5.00	18.2300	81111.20	81111.20	81111.20	0.31	81111.20	0.31	0.02	20.10
4	**-4	5.00	17.2100	85248.80	85248.80	85248.80	0.31	85248.80	0.31	0.00	27.47
5	**-5	5.00	17.1400	86474.40	86474.40	86474.40	0.30	86474.40	0.30	0.00	34.84
6	**-6	5.00	18.2700	86654.40	86654.40	86654.40	0.30	86654.40	0.30	0.00	42.20
7	**-7	5.00	18.2900	89127.80	89127.80	89127.80	0.30	89127.80	0.30	0.02	49.58
8	**-8	5.00	17.0800	84725.20	84725.20	84725.20	0.31	84725.20	0.31	0.00	56.94
9	**-9	5.00	17.2400	83637.60	83637.60	83637.60	0.31	83637.60	0.31	0.00	64.30
