Instrument Type				LS 6000							
Data Capture Date				21 Oct 2014 07:56:46							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RADCDF22.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.1030	8078.00	8078.00	8078.00	1.00	8078.00	1.00	0.08	5.46
2	**-2	5.00	18.3000	82315.00	82315.00	82315.00	0.31	82315.00	0.31	0.00	12.74
3	**-3	5.00	18.2100	80519.60	80519.60	80519.60	0.32	80519.60	0.32	0.02	20.11
4	**-4	5.00	17.1500	85048.00	85048.00	85048.00	0.31	85048.00	0.31	0.00	27.45
5	**-5	5.00	17.1300	86645.20	86645.20	86645.20	0.30	86645.20	0.30	0.00	34.81
6	**-6	5.00	18.1900	86386.00	86386.00	86386.00	0.30	86386.00	0.30	0.00	42.18
7	**-7	5.00	18.1400	87022.60	87022.60	87022.60	0.30	87022.60	0.30	0.00	49.57
8	**-8	5.00	17.0600	84729.40	84729.40	84729.40	0.31	84729.40	0.31	0.00	56.92
9	**-9	5.00	17.1900	87635.40	87635.40	87635.40	0.30	87635.40	0.30	0.00	64.30
