Instrument Type				LS 6000							
Data Capture Date				13 Nov 2014 16:24:39							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD99F24.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	52.2100	141258.00	141258.00	141258.00	0.24	141258.00	0.24	0.02	5.72
2	**-2	5.00	12.2300	75299.80	75299.80	75299.80	0.33	75299.80	0.33	0.00	13.36
4	**-4	5.00	12.2400	76513.60	76513.60	76513.60	0.32	76513.60	0.32	0.00	20.63
6	**-6	5.00	12.2800	79817.60	79817.60	79817.60	0.32	79817.60	0.32	0.00	27.92
8	**-8	5.00	12.2800	79041.60	79041.60	79041.60	0.32	79041.60	0.32	0.00	35.19
10	**-10	5.00	17.7800	89713.60	89713.60	89713.60	0.30	89713.60	0.30	0.00	42.51
12	**-12	5.00	17.8500	85246.40	85246.40	85246.40	0.31	85246.40	0.31	0.00	49.81
14	**-2	5.00	103.2000	231168.20	231168.20	231168.20	0.19	231168.20	0.19	0.00	57.60
15	**-3	5.00	17.8300	84911.60	84911.60	84911.60	0.31	84911.60	0.31	0.00	65.24
17	**-5	5.00	18.0300	84264.60	84264.60	84264.60	0.31	84264.60	0.31	0.00	72.54
19	**-7	5.00	22.2600	86200.40	86200.40	86200.40	0.30	86200.40	0.30	0.00	79.83
21	**-9	5.00	22.1600	87131.60	87131.60	87131.60	0.30	87131.60	0.30	0.00	87.16
23	**-11	5.00	22.4300	90652.20	90652.20	90652.20	0.30	90652.20	0.30	0.00	94.47
25	**-1	5.00	22.2100	86626.80	86626.80	86626.80	0.30	86626.80	0.30	0.00	101.91
27	**-3	5.00	4.1640	8662.20	8662.20	8662.20	0.96	8662.20	0.96	0.00	109.10
28	**-4	5.00	169.1000	91863.20	91863.20	91863.20	0.30	91863.20	0.30	0.00	116.32
30	**-6	5.00	163.3000	96279.40	96279.40	96279.40	0.29	96279.40	0.29	0.00	123.94
32	**-8	5.00	161.0000	96287.00	96287.00	96287.00	0.29	96287.00	0.29	0.00	131.54
34	**-10	5.00	171.3000	93987.20	93987.20	93987.20	0.29	93987.20	0.29	0.00	139.14
36	**-12	5.00	12.2900	80643.60	80643.60	80643.60	0.31	80643.60	0.31	0.00	146.72
38	**-2	5.00	12.3300	78168.40	78168.40	78168.40	0.32	78168.40	0.32	0.00	154.10
40	**-4	5.00	4.1110	8409.40	8409.40	8409.40	0.98	8409.40	0.98	0.00	161.24
41	**-5	5.00	12.2400	78874.00	78874.00	78874.00	0.32	78874.00	0.32	0.00	168.45
43	**-7	5.00	12.2900	77734.00	77734.00	77734.00	0.32	77734.00	0.32	0.00	175.75
45	**-9	5.00	17.8800	87464.20	87464.20	87464.20	0.30	87464.20	0.30	0.00	183.05
47	**-11	5.00	17.9800	87190.40	87190.40	87190.40	0.30	87190.40	0.30	0.00	190.36
49	**-1	5.00	17.9000	86659.20	86659.20	86659.20	0.30	86659.20	0.30	0.00	197.80
51	**-3	5.00	17.9600	88136.80	88136.80	88136.80	0.30	88136.80	0.30	0.00	205.10
53	**-5	5.00	4.0570	8453.80	8453.80	8453.80	0.97	8453.80	0.97	0.00	212.28
54	**-6	5.00	22.4000	85012.00	85012.00	85012.00	0.31	85012.00	0.31	0.00	219.51
56	**-8	5.00	22.2800	85519.80	85519.80	85519.80	0.31	85519.80	0.31	0.00	226.84
58	**-10	5.00	22.2800	89045.60	89045.60	89045.60	0.30	89045.60	0.30	0.00	234.18
60	**-12	5.00	22.3200	89088.40	89088.40	89088.40	0.30	89088.40	0.30	0.00	241.50
62	**-2	5.00	170.4000	94150.20	94150.20	94150.20	0.29	94150.20	0.29	0.00	248.92
64	**-4										
