Instrument Type				LS 6000							
Data Capture Date				17 Nov 2014 01:10:29							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD14986.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	53.2000	141986.41	141986.41	141986.41	0.24	141986.41	0.24	0.02	5.73
2	**-2	5.00	12.7600	80895.40	80895.40	80895.40	0.31	80895.40	0.31	0.00	13.40
4	**-4	5.00	12.8000	78715.40	78715.40	78715.40	0.32	78715.40	0.32	0.00	20.70
6	**-6	5.00	12.7900	81258.80	81258.80	81258.80	0.31	81258.80	0.31	0.00	28.00
8	**-8	5.00	12.7400	81710.40	81710.40	81710.40	0.31	81710.40	0.31	0.00	35.29
10	**-10	5.00	18.4000	89652.00	89652.00	89652.00	0.30	89652.00	0.30	0.00	42.59
12	**-12	5.00	18.3400	87809.80	87809.80	87809.80	0.30	87809.80	0.30	0.00	49.90
14	**-2	5.00	118.4000	234406.20	234406.20	234406.20	0.18	234406.20	0.18	0.00	57.70
15	**-3	5.00	18.3300	84034.80	84034.80	84034.80	0.31	84034.80	0.31	0.00	65.39
17	**-5	5.00	18.5900	85560.20	85560.20	85560.20	0.31	85560.20	0.31	0.00	72.71
19	**-7	5.00	23.0600	93912.00	93912.00	93912.00	0.29	93912.00	0.29	0.00	80.08
21	**-9	5.00	23.0500	92520.80	92520.80	92520.80	0.29	92520.80	0.29	0.00	87.41
23	**-11	5.00	23.0100	90295.00	90295.00	90295.00	0.30	90295.00	0.30	0.00	94.77
25	**-1	5.00	22.7400	91452.80	91452.80	91452.80	0.30	91452.80	0.30	0.00	102.22
27	**-3	5.00	4.2220	8337.40	8337.40	8337.40	0.98	8337.40	0.98	0.00	109.38
28	**-4	5.00	172.9000	92657.40	92657.40	92657.40	0.29	92657.40	0.29	0.00	116.60
30	**-6	5.00	168.7000	99662.80	99662.80	99662.80	0.28	99662.80	0.28	0.00	124.23
32	**-8										
