Instrument Type				LS 6000							
Data Capture Date				10 Oct 2014 11:13:21							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD0C5C4.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.1420	8754.40	8754.40	8754.40	0.96	8754.40	0.96	0.00	5.60
2	**-2	5.00	12.2400	74624.60	74624.60	74624.60	0.33	74624.60	0.33	0.00	13.67
3	**-3	5.00	12.0700	71740.40	71740.40	71740.40	0.33	71740.40	0.33	0.00	21.80
4	**-4	5.00	12.3100	77671.80	77671.80	77671.80	0.32	77671.80	0.32	0.00	29.89
5	**-5	5.00	11.8900	73702.00	73702.00	73702.00	0.33	73702.00	0.33	0.00	37.92
6	**-6	5.00	12.2700	77244.00	77244.00	77244.00	0.32	77244.00	0.32	0.00	45.94
7	**-7	5.00	11.9900	76385.60	76385.60	76385.60	0.32	76385.60	0.32	0.00	53.21
8	**-8	5.00	12.3600	75983.40	75983.40	75983.40	0.32	75983.40	0.32	0.00	60.49
9	**-9	5.00	12.1200	77350.00	77350.00	77350.00	0.32	77350.00	0.32	0.00	67.75
10	**-10	5.00	18.3900	85954.80	85954.80	85954.80	0.31	85954.80	0.31	0.00	75.02
11	**-11	5.00	18.1800	84691.20	84691.20	84691.20	0.31	84691.20	0.31	0.00	82.33
12	**-12	5.00	18.3300	86510.20	86510.20	86510.20	0.30	86510.20	0.30	0.00	89.64
13	**-1	5.00	18.0900	84178.00	84178.00	84178.00	0.31	84178.00	0.31	0.00	97.23
14	**-2	5.00	4.2310	8511.60	8511.60	8511.60	0.97	8511.60	0.97	0.00	104.40
15	**-3	5.00	18.4400	85434.40	85434.40	85434.40	0.31	85434.40	0.31	0.00	111.64
16	**-4	5.00	18.2500	88177.60	88177.60	88177.60	0.30	88177.60	0.30	0.00	118.95
17	**-5	5.00	18.3700	85376.20	85376.20	85376.20	0.31	85376.20	0.31	0.00	126.27
18	**-6	5.00	18.2600	82238.80	82238.80	82238.80	0.31	82238.80	0.31	0.00	133.56
19	**-7	5.00	23.0700	91727.40	91727.40	91727.40	0.30	91727.40	0.30	0.00	140.88
20	**-8	5.00	23.1700	90005.60	90005.60	90005.60	0.30	90005.60	0.30	0.00	148.22
21	**-9	5.00	23.0400	91842.00	91842.00	91842.00	0.30	91842.00	0.30	0.00	155.57
22	**-10	5.00	22.8300	85684.40	85684.40	85684.40	0.31	85684.40	0.31	0.00	162.88
23	**-11	5.00	22.9600	87672.60	87672.60	87672.60	0.30	87672.60	0.30	0.00	170.21
24	**-12	5.00	23.2000	87429.20	87429.20	87429.20	0.30	87429.20	0.30	0.00	177.53
25	**-1	5.00	22.9900	84414.20	84414.20	84414.20	0.31	84414.20	0.31	0.00	184.95
26	**-2	5.00	23.0400	89644.40	89644.40	89644.40	0.30	89644.40	0.30	0.00	192.27
27	**-3	5.00	4.2230	8849.40	8849.40	8849.40	0.95	8849.40	0.95	0.00	199.43
28	**-4	5.00	182.4000	90696.60	90696.60	90696.60	0.30	90696.60	0.30	0.00	206.66
29	**-5	5.00	148.4000	92291.40	92291.40	92291.40	0.29	92291.40	0.29	0.00	214.30
30	**-6	5.00	177.6000	95499.40	95499.40	95499.40	0.29	95499.40	0.29	0.00	221.84
31	**-7	5.00	148.4000	92751.20	92751.20	92751.20	0.29	92751.20	0.29	0.00	229.42
32	**-8	5.00	175.8000	94216.40	94216.40	94216.40	0.29	94216.40	0.29	0.00	236.95
33	**-9	5.00	149.2000	91660.60	91660.60	91660.60	0.30	91660.60	0.30	0.00	244.52
34	**-10	5.00	181.8000	89044.60	89044.60	89044.60	0.30	89044.60	0.30	0.00	252.04
35	**-11	5.00	149.5000	91366.00	91366.00	91366.00	0.30	91366.00	0.30	0.00	259.67
36	**-12	5.00	12.3600	78749.80	78749.80	78749.80	0.32	78749.80	0.32	0.00	267.18
37	**-1	5.00	12.0100	77274.60	77274.60	77274.60	0.32	77274.60	0.32	0.00	274.55
38	**-2	5.00	12.3200	77495.20	77495.20	77495.20	0.32	77495.20	0.32	0.00	281.82
39	**-3	5.00	12.0600	78021.20	78021.20	78021.20	0.32	78021.20	0.32	0.00	289.08
40	**-4	5.00	4.2080	9255.60	9255.60	9255.60	0.93	9255.60	0.93	0.00	296.23
41	**-5	5.00	12.2500	74431.40	74431.40	74431.40	0.33	74431.40	0.33	0.00	303.45
42	**-6	5.00	12.0100	76404.20	76404.20	76404.20	0.32	76404.20	0.32	0.00	310.73
43	**-7	5.00	12.2400	74846.20	74846.20	74846.20	0.33	74846.20	0.33	0.00	317.98
44	**-8	5.00	12.0600	75162.60	75162.60	75162.60	0.33	75162.60	0.33	0.00	325.26
45	**-9	5.00	18.3400	86980.60	86980.60	86980.60	0.30	86980.60	0.30	0.00	332.56
46	**-10	5.00	18.1400	84792.20	84792.20	84792.20	0.31	84792.20	0.31	0.00	339.84
47	**-11	5.00	18.4200	86719.80	86719.80	86719.80	0.30	86719.80	0.30	0.00	347.16
48	**-12	5.00	18.2400	85356.80	85356.80	85356.80	0.31	85356.80	0.31	0.00	354.46
49	**-1	5.00	18.4600	82225.40	82225.40	82225.40	0.31	82225.40	0.31	0.00	361.88
50	**-2	5.00	18.1300	82659.00	82659.00	82659.00	0.31	82659.00	0.31	0.00	369.17
51	**-3	5.00	18.2800	84781.00	84781.00	84781.00	0.31	84781.00	0.31	0.00	376.49
52	**-4	5.00	18.1700	85783.40	85783.40	85783.40	0.31	85783.40	0.31	0.00	383.80
53	**-5	5.00	4.1510	8251.00	8251.00	8251.00	0.98	8251.00	0.98	0.00	390.95
54	**-6	5.00	23.0100	90893.60	90893.60	90893.60	0.30	90893.60	0.30	0.00	398.20
55	**-7	5.00	23.1200	85225.80	85225.80	85225.80	0.31	85225.80	0.31	0.00	405.56
56	**-8	5.00	22.9400	86082.00	86082.00	86082.00	0.30	86082.00	0.30	0.00	412.87
57	**-9	5.00	23.1600	87644.60	87644.60	87644.60	0.30	87644.60	0.30	0.00	420.20
58	**-10	5.00	23.0900	90161.40	90161.40	90161.40	0.30	90161.40	0.30	0.00	427.53
59	**-11	5.00	23.1100	85979.20	85979.20	85979.20	0.31	85979.20	0.31	0.00	434.83
60	**-12	5.00	23.0200	91990.00	91990.00	91990.00	0.29	91990.00	0.29	0.00	442.16
61	**-1	5.00	23.1700	89328.40	89328.40	89328.40	0.30	89328.40	0.30	0.00	449.57
62	**-2	5.00	182.5000	92794.20	92794.20	92794.20	0.29	92794.20	0.29	0.00	456.90
63	**-3	5.00	149.8000	91323.80	91323.80	91323.80	0.30	91323.80	0.30	0.00	464.50
64	**-4	5.00	175.5000	92586.40	92586.40	92586.40	0.29	92586.40	0.29	0.00	472.10
65	**-5	5.00	148.0000	91258.80	91258.80	91258.80	0.30	91258.80	0.30	0.00	479.67
66	**-6	5.00	4.2090	8976.20	8976.20	8976.20	0.94	8976.20	0.94	0.00	487.06
67	**-7	5.00	180.2000	91967.40	91967.40	91967.40	0.29	91967.40	0.29	0.00	494.30
68	**-8	5.00	145.7000	91241.40	91241.40	91241.40	0.30	91241.40	0.30	0.00	501.88
69	**-9	5.00	182.4000	93235.80	93235.80	93235.80	0.29	93235.80	0.29	0.00	509.40
