Start Time:	10/24/2014 2:37:06 PM
Units:	Deg C
Thermocouple:	J
Device:	019811EA
Logging Interval:	1 second(s)
Description:	Room temperature water, placed in ice bath at 2:33:00 PM, with no lid and thermocouple in,


Time	Temp
2:37:06 PM	19.9
2:37:07 PM	19.9
2:37:08 PM	19.9
2:37:09 PM	19.9
2:37:10 PM	19.9
2:37:11 PM	19.9
2:37:12 PM	19.9
2:37:13 PM	19.9
2:37:14 PM	19.9
2:37:15 PM	19.9
2:37:17 PM	19.9
2:37:18 PM	19.9
2:37:19 PM	19.9
2:37:20 PM	19.9
2:37:21 PM	20.0
2:37:22 PM	20.0
2:37:23 PM	20.0
2:37:24 PM	20.0
2:37:25 PM	20.0
2:37:26 PM	20.0
2:37:27 PM	20.0
2:37:28 PM	20.0
2:37:29 PM	20.0
2:37:30 PM	20.0
2:37:31 PM	20.0
2:37:32 PM	19.9
2:37:33 PM	20.0
2:37:34 PM	19.9
2:37:35 PM	19.9
2:37:36 PM	19.9
2:37:37 PM	19.9
2:37:38 PM	19.9
2:37:39 PM	19.9
2:37:40 PM	19.9
2:37:41 PM	19.9
2:37:42 PM	19.8
2:37:43 PM	19.8
2:37:44 PM	19.8
2:37:45 PM	19.8
2:37:46 PM	19.7
2:37:47 PM	19.7
2:37:48 PM	19.6
2:37:49 PM	19.6
2:37:50 PM	19.6
2:37:51 PM	19.5
2:37:52 PM	19.5
2:37:53 PM	19.4
2:37:54 PM	19.4
2:37:55 PM	19.3
2:37:56 PM	19.3
2:37:57 PM	19.2
2:37:58 PM	19.2
2:37:59 PM	19.1
2:38:00 PM	19.0
2:38:01 PM	19.0
2:38:02 PM	18.9
2:38:03 PM	18.9
2:38:04 PM	18.8
2:38:05 PM	18.7
2:38:06 PM	18.7
2:38:07 PM	18.6
2:38:08 PM	18.6
2:38:09 PM	18.5
2:38:10 PM	18.5
2:38:11 PM	18.4
2:38:12 PM	18.4
2:38:13 PM	18.3
2:38:14 PM	18.3
2:38:15 PM	18.1
2:38:16 PM	18.2
2:38:17 PM	18.1
2:38:18 PM	18.0
2:38:19 PM	18.0
2:38:20 PM	17.9
2:38:21 PM	17.9
2:38:22 PM	17.8
2:38:23 PM	17.8
2:38:24 PM	17.7
2:38:25 PM	17.7
2:38:26 PM	17.6
2:38:27 PM	17.6
2:38:29 PM	17.5
2:38:30 PM	17.5
2:38:31 PM	17.4
2:38:32 PM	17.3
2:38:33 PM	17.3
2:38:34 PM	17.2
2:38:35 PM	17.2
2:38:36 PM	17.1
2:38:37 PM	17.1
2:38:38 PM	17.0
2:38:39 PM	17.0
2:38:40 PM	16.9
2:38:41 PM	16.9
2:38:42 PM	16.8
2:38:43 PM	16.8
2:38:44 PM	16.7
2:38:45 PM	16.7
2:38:46 PM	16.7
2:38:47 PM	16.6
2:38:48 PM	16.6
2:38:49 PM	16.5
2:38:50 PM	16.5
2:38:51 PM	16.4
2:38:52 PM	16.4
2:38:53 PM	16.3
2:38:54 PM	16.3
2:38:55 PM	16.3
2:38:56 PM	16.2
2:38:57 PM	16.2
2:38:58 PM	16.1
2:38:59 PM	16.1
2:39:00 PM	16.0
2:39:01 PM	16.0
2:39:02 PM	16.0
2:39:03 PM	15.9
2:39:04 PM	15.9
2:39:05 PM	15.8
2:39:06 PM	15.8
2:39:07 PM	15.8
2:39:08 PM	15.7
2:39:09 PM	15.7
2:39:10 PM	15.6
2:39:11 PM	15.6
2:39:12 PM	15.6
2:39:13 PM	15.5
2:39:14 PM	15.5
2:39:15 PM	15.5
2:39:16 PM	15.4
2:39:17 PM	15.4
2:39:18 PM	15.3
2:39:19 PM	15.3
2:39:20 PM	15.3
2:39:21 PM	15.2
2:39:22 PM	15.2
2:39:23 PM	15.2
2:39:24 PM	15.1
2:39:25 PM	15.1
2:39:26 PM	15.1
2:39:27 PM	15.0
2:39:28 PM	15.0
2:39:29 PM	15.0
2:39:30 PM	14.9
2:39:31 PM	14.9
2:39:32 PM	14.9
2:39:33 PM	14.8
2:39:34 PM	14.8
2:39:35 PM	14.7
2:39:36 PM	14.7
2:39:37 PM	14.7
2:39:38 PM	14.6
2:39:39 PM	14.6
2:39:40 PM	14.6
2:39:42 PM	14.5
2:39:43 PM	14.5
2:39:44 PM	14.5
2:39:45 PM	14.4
2:39:46 PM	14.4
2:39:47 PM	14.4
2:39:48 PM	14.4
2:39:49 PM	14.3
2:39:50 PM	14.3
2:39:51 PM	14.3
2:39:52 PM	14.2
2:39:53 PM	14.2
2:39:54 PM	14.2
2:39:55 PM	14.1
2:39:56 PM	14.1
2:39:57 PM	14.1
2:39:58 PM	14.0
2:39:59 PM	14.0
2:40:00 PM	14.0
2:40:01 PM	14.0
2:40:02 PM	13.9
2:40:03 PM	13.9
2:40:04 PM	13.9
2:40:05 PM	13.9
2:40:06 PM	13.8
2:40:07 PM	13.8
2:40:08 PM	13.8
2:40:09 PM	13.8
2:40:10 PM	13.7
2:40:11 PM	13.7
2:40:12 PM	13.7
2:40:13 PM	13.6
2:40:14 PM	13.6
2:40:15 PM	13.6
2:40:16 PM	13.6
2:40:17 PM	13.6
2:40:18 PM	13.5
2:40:19 PM	13.5
2:40:20 PM	13.5
2:40:21 PM	13.5
2:40:22 PM	13.4
2:40:23 PM	13.4
2:40:24 PM	13.4
2:40:25 PM	13.4
2:40:26 PM	13.3
2:40:27 PM	13.3
2:40:28 PM	13.3
2:40:29 PM	13.2
2:40:30 PM	13.2
2:40:31 PM	13.2
2:40:32 PM	13.2
2:40:33 PM	13.2
2:40:34 PM	13.1
2:40:35 PM	13.1
2:40:36 PM	13.1
2:40:37 PM	13.1
2:40:38 PM	13.0
2:40:39 PM	13.0
2:40:40 PM	13.0
2:40:41 PM	12.9
2:40:42 PM	13.0
2:40:43 PM	12.9
2:40:44 PM	12.9
2:40:45 PM	12.9
2:40:46 PM	12.9
2:40:47 PM	12.8
2:40:48 PM	12.8
2:40:49 PM	12.8
2:40:50 PM	12.7
2:40:51 PM	12.7
2:40:52 PM	12.6
2:40:54 PM	12.6
2:40:55 PM	12.6
2:40:56 PM	12.6
2:40:57 PM	12.6
2:40:58 PM	12.6
2:40:59 PM	12.5
2:41:00 PM	12.5
2:41:01 PM	12.5
2:41:02 PM	12.5
2:41:03 PM	12.5
2:41:04 PM	12.5
2:41:05 PM	12.4
2:41:06 PM	12.3
2:41:07 PM	12.4
2:41:08 PM	12.3
2:41:09 PM	12.3
2:41:10 PM	12.3
2:41:11 PM	12.2
2:41:12 PM	12.2
2:41:13 PM	12.2
2:41:14 PM	12.2
2:41:15 PM	12.2
2:41:16 PM	12.1
2:41:17 PM	12.1
