Start Time:	10/24/2014 4:12:15 PM
Units:	Deg C
Thermocouple:	J
Device:	019811EA
Logging Interval:	1 second(s)
Description:	1000_REF1 on heating mantle, started from room temp ~17.5C at 4:11 PM


Time	Temp
4:12:15 PM	27.1
4:12:16 PM	27.1
4:12:17 PM	27.2
4:12:19 PM	27.3
4:12:20 PM	27.4
4:12:21 PM	27.4
4:12:22 PM	27.5
4:12:23 PM	27.6
4:12:24 PM	27.6
4:12:25 PM	27.7
4:12:26 PM	27.8
4:12:27 PM	27.8
4:12:28 PM	27.9
4:12:29 PM	27.9
4:12:30 PM	28.0
4:12:31 PM	28.1
4:12:32 PM	28.2
4:12:33 PM	28.2
4:12:34 PM	28.3
4:12:35 PM	28.3
4:12:36 PM	28.4
4:12:37 PM	28.5
4:12:38 PM	28.5
4:12:39 PM	28.6
4:12:40 PM	28.6
4:12:41 PM	28.7
4:12:42 PM	28.8
4:12:43 PM	28.8
4:12:44 PM	28.9
4:12:45 PM	29.0
4:12:46 PM	29.0
4:12:47 PM	29.1
4:12:48 PM	29.1
4:12:49 PM	29.2
4:12:50 PM	29.3
4:12:51 PM	29.3
4:12:52 PM	29.4
4:12:53 PM	29.4
4:12:54 PM	29.5
4:12:55 PM	29.6
4:12:56 PM	29.6
4:12:57 PM	29.7
4:12:58 PM	29.7
4:12:59 PM	29.8
4:13:00 PM	29.9
4:13:01 PM	29.8
4:13:02 PM	30.0
4:13:03 PM	30.0
4:13:04 PM	30.1
4:13:05 PM	30.1
4:13:06 PM	30.2
4:13:07 PM	30.2
4:13:08 PM	30.3
4:13:09 PM	30.4
4:13:10 PM	30.4
4:13:11 PM	30.5
4:13:12 PM	30.5
4:13:13 PM	30.5
4:13:14 PM	30.6
4:13:15 PM	30.7
4:13:16 PM	30.7
4:13:17 PM	30.8
4:13:18 PM	30.9
4:13:19 PM	30.9
4:13:20 PM	31.0
4:13:21 PM	31.0
4:13:22 PM	31.1
4:13:23 PM	31.1
4:13:24 PM	31.2
4:13:25 PM	31.2
4:13:26 PM	31.3
4:13:27 PM	31.3
4:13:28 PM	31.4
4:13:29 PM	31.4
4:13:31 PM	31.5
4:13:32 PM	31.5
4:13:33 PM	31.6
4:13:34 PM	31.6
4:13:35 PM	31.7
4:13:36 PM	31.8
4:13:37 PM	31.8
4:13:38 PM	31.8
4:13:39 PM	31.9
4:13:40 PM	31.9
4:13:41 PM	32.0
4:13:42 PM	32.0
4:13:43 PM	32.1
4:13:44 PM	32.1
4:13:45 PM	32.2
4:13:46 PM	32.2
4:13:47 PM	32.3
4:13:48 PM	32.3
4:13:49 PM	32.4
4:13:50 PM	32.4
4:13:51 PM	32.5
4:13:52 PM	32.5
4:13:53 PM	32.6
4:13:54 PM	32.6
4:13:55 PM	32.7
4:13:56 PM	32.7
4:13:57 PM	32.8
4:13:58 PM	32.8
4:13:59 PM	32.9
4:14:00 PM	32.9
4:14:01 PM	33.0
4:14:02 PM	33.0
4:14:03 PM	33.1
4:14:04 PM	33.1
4:14:05 PM	33.1
4:14:06 PM	33.2
4:14:07 PM	33.2
4:14:08 PM	33.3
4:14:09 PM	33.3
4:14:10 PM	33.4
4:14:11 PM	33.4
4:14:12 PM	33.5
4:14:13 PM	33.5
4:14:14 PM	33.6
4:14:15 PM	33.6
4:14:16 PM	33.7
4:14:17 PM	33.6
4:14:18 PM	33.7
4:14:19 PM	33.8
4:14:20 PM	33.8
4:14:21 PM	33.9
4:14:22 PM	33.9
4:14:23 PM	34.0
4:14:24 PM	34.0
4:14:25 PM	34.1
4:14:26 PM	34.1
4:14:27 PM	34.1
4:14:28 PM	34.1
4:14:29 PM	34.2
4:14:30 PM	34.3
4:14:31 PM	34.3
4:14:32 PM	34.3
4:14:33 PM	34.3
4:14:34 PM	34.4
4:14:35 PM	34.5
4:14:36 PM	34.5
4:14:37 PM	34.5
4:14:38 PM	34.5
4:14:39 PM	34.7
4:14:40 PM	34.7
4:14:41 PM	34.7
4:14:43 PM	34.7
4:14:44 PM	34.8
4:14:45 PM	34.8
4:14:46 PM	34.8
4:14:47 PM	34.9
4:14:48 PM	34.9
4:14:49 PM	35.0
4:14:50 PM	35.0
4:14:51 PM	35.0
4:14:52 PM	35.1
4:14:53 PM	35.1
4:14:54 PM	35.2
4:14:55 PM	35.3
4:14:56 PM	35.2
4:14:57 PM	35.3
4:14:58 PM	35.3
4:14:59 PM	35.4
4:15:00 PM	35.4
4:15:01 PM	35.4
4:15:02 PM	35.5
4:15:03 PM	35.5
4:15:04 PM	35.6
4:15:05 PM	35.7
4:15:06 PM	35.6
4:15:07 PM	35.7
4:15:08 PM	35.8
4:15:09 PM	35.8
4:15:10 PM	35.8
4:15:11 PM	35.8
4:15:12 PM	35.9
4:15:13 PM	35.9
4:15:14 PM	35.9
4:15:15 PM	36.0
4:15:16 PM	36.0
4:15:17 PM	36.1
4:15:18 PM	36.1
4:15:19 PM	36.1
4:15:20 PM	36.2
4:15:21 PM	36.2
4:15:22 PM	36.3
4:15:23 PM	36.3
4:15:24 PM	36.3
4:15:25 PM	36.4
4:15:26 PM	36.4
4:15:27 PM	36.4
4:15:28 PM	36.5
4:15:29 PM	36.5
4:15:30 PM	36.5
4:15:31 PM	36.6
4:15:32 PM	36.6
4:15:33 PM	36.7
4:15:34 PM	36.7
4:15:35 PM	36.7
4:15:36 PM	36.8
4:15:37 PM	36.8
4:15:38 PM	36.8
4:15:39 PM	36.9
4:15:40 PM	36.9
4:15:41 PM	36.9
4:15:42 PM	37.0
4:15:43 PM	37.0
4:15:44 PM	37.1
4:15:45 PM	37.1
4:15:46 PM	37.1
4:15:47 PM	37.2
4:15:48 PM	37.2
4:15:49 PM	37.2
4:15:50 PM	37.3
4:15:51 PM	37.3
4:15:52 PM	37.3
4:15:53 PM	37.4
4:15:54 PM	37.4
4:15:56 PM	37.4
4:15:57 PM	37.5
4:15:58 PM	37.5
4:15:59 PM	37.5
4:16:00 PM	37.6
4:16:01 PM	37.6
4:16:02 PM	37.6
4:16:03 PM	37.7
4:16:04 PM	37.7
4:16:05 PM	37.7
4:16:06 PM	37.8
4:16:07 PM	37.8
4:16:08 PM	37.8
4:16:09 PM	37.9
4:16:10 PM	37.9
4:16:11 PM	37.9
4:16:12 PM	38.0
4:16:13 PM	38.1
4:16:14 PM	38.0
4:16:15 PM	38.1
4:16:16 PM	38.1
4:16:17 PM	38.1
4:16:18 PM	38.2
4:16:19 PM	38.2
4:16:20 PM	38.2
4:16:21 PM	38.3
4:16:22 PM	38.4
4:16:23 PM	38.3
4:16:24 PM	38.4
4:16:25 PM	38.4
4:16:26 PM	38.4
