Start Time:	10/24/2014 4:51:54 PM
Units:	Deg C
Thermocouple:	J
Device:	019811EA
Logging Interval:	1 second(s)
Description:	1002_REF1 on heating mantle, started from room temp ~17.5C at 4:50 PM. Thermocouple *taped* to far side of vial (not mantle).


Time	Temp
4:51:54 PM	23.2
4:51:55 PM	23.2
4:51:56 PM	23.3
4:51:57 PM	23.3
4:51:58 PM	23.3
4:51:59 PM	23.3
4:52:01 PM	23.4
4:52:02 PM	23.4
4:52:03 PM	23.5
4:52:04 PM	23.4
4:52:05 PM	23.5
4:52:06 PM	23.6
4:52:07 PM	23.6
4:52:08 PM	23.6
4:52:09 PM	23.7
4:52:10 PM	23.7
4:52:11 PM	23.7
4:52:12 PM	23.8
4:52:13 PM	23.7
4:52:14 PM	23.8
4:52:15 PM	23.9
4:52:16 PM	23.8
4:52:17 PM	23.9
4:52:18 PM	23.9
4:52:19 PM	23.9
4:52:20 PM	24.0
4:52:21 PM	24.1
4:52:22 PM	24.1
4:52:23 PM	24.2
4:52:24 PM	24.2
4:52:25 PM	24.2
4:52:26 PM	24.2
4:52:27 PM	24.2
4:52:28 PM	24.3
4:52:29 PM	24.3
4:52:30 PM	24.4
4:52:31 PM	24.4
4:52:32 PM	24.4
4:52:33 PM	24.5
4:52:34 PM	24.5
4:52:35 PM	24.5
4:52:36 PM	24.6
4:52:37 PM	24.6
4:52:38 PM	24.6
4:52:39 PM	24.7
4:52:40 PM	24.7
4:52:41 PM	24.8
4:52:42 PM	24.8
4:52:43 PM	24.8
4:52:44 PM	24.9
4:52:45 PM	24.9
4:52:46 PM	24.9
4:52:47 PM	25.0
4:52:48 PM	25.0
4:52:49 PM	25.1
4:52:50 PM	25.1
4:52:51 PM	25.1
4:52:52 PM	25.2
4:52:53 PM	25.2
4:52:54 PM	25.2
4:52:55 PM	25.3
4:52:56 PM	25.3
4:52:57 PM	25.4
4:52:58 PM	25.4
4:52:59 PM	25.4
4:53:00 PM	25.5
4:53:01 PM	25.5
4:53:02 PM	25.5
4:53:03 PM	25.6
4:53:04 PM	25.6
4:53:05 PM	25.7
4:53:06 PM	25.7
4:53:07 PM	25.7
4:53:08 PM	25.8
4:53:09 PM	25.8
4:53:10 PM	25.9
4:53:11 PM	25.9
4:53:13 PM	25.9
4:53:14 PM	26.0
4:53:15 PM	26.0
4:53:16 PM	26.1
4:53:17 PM	26.1
4:53:18 PM	26.1
4:53:19 PM	26.2
4:53:20 PM	26.2
4:53:21 PM	26.2
4:53:22 PM	26.3
4:53:23 PM	26.3
4:53:24 PM	26.4
4:53:25 PM	26.4
4:53:26 PM	26.4
4:53:27 PM	26.5
4:53:28 PM	26.5
4:53:29 PM	26.6
4:53:30 PM	26.6
4:53:31 PM	26.6
4:53:32 PM	26.7
4:53:33 PM	26.7
4:53:34 PM	26.8
4:53:35 PM	26.8
4:53:36 PM	26.8
4:53:37 PM	26.9
4:53:38 PM	26.9
4:53:39 PM	26.9
4:53:40 PM	27.0
4:53:41 PM	27.0
4:53:42 PM	27.1
4:53:43 PM	27.1
4:53:44 PM	27.1
4:53:45 PM	27.2
4:53:46 PM	27.2
4:53:47 PM	27.3
4:53:48 PM	27.3
4:53:49 PM	27.3
4:53:50 PM	27.4
4:53:51 PM	27.4
4:53:52 PM	27.5
4:53:53 PM	27.5
4:53:54 PM	27.5
4:53:55 PM	27.6
4:53:56 PM	27.6
4:53:57 PM	27.6
4:53:58 PM	27.7
4:53:59 PM	27.7
4:54:00 PM	27.8
4:54:01 PM	27.8
4:54:02 PM	27.8
4:54:03 PM	27.9
4:54:04 PM	27.9
4:54:05 PM	28.0
4:54:06 PM	28.0
4:54:07 PM	28.0
4:54:08 PM	28.1
4:54:09 PM	28.1
4:54:10 PM	28.2
4:54:11 PM	28.2
4:54:12 PM	28.2
4:54:13 PM	28.3
4:54:14 PM	28.3
4:54:15 PM	28.3
4:54:16 PM	28.4
4:54:17 PM	28.4
4:54:18 PM	28.5
4:54:19 PM	28.5
4:54:20 PM	28.5
4:54:21 PM	28.6
4:54:22 PM	28.6
4:54:23 PM	28.6
4:54:25 PM	28.7
4:54:26 PM	28.7
4:54:27 PM	28.8
4:54:28 PM	28.8
4:54:29 PM	28.8
4:54:30 PM	28.9
4:54:31 PM	28.9
4:54:32 PM	29.0
4:54:33 PM	29.0
4:54:34 PM	29.0
4:54:35 PM	29.1
4:54:36 PM	29.1
4:54:37 PM	29.1
4:54:38 PM	29.2
4:54:39 PM	29.2
4:54:40 PM	29.3
4:54:41 PM	29.3
4:54:42 PM	29.3
4:54:43 PM	29.4
4:54:44 PM	29.4
4:54:45 PM	29.4
4:54:46 PM	29.5
4:54:47 PM	29.5
4:54:48 PM	29.5
4:54:49 PM	29.6
4:54:50 PM	29.6
4:54:51 PM	29.7
4:54:52 PM	29.7
4:54:53 PM	29.7
4:54:54 PM	29.8
4:54:55 PM	29.8
4:54:56 PM	29.8
4:54:57 PM	29.9
4:54:58 PM	29.9
4:54:59 PM	29.9
4:55:00 PM	30.0
4:55:01 PM	30.0
4:55:02 PM	30.1
4:55:03 PM	30.1
4:55:04 PM	30.1
4:55:05 PM	30.2
4:55:06 PM	30.2
4:55:07 PM	30.2
4:55:08 PM	30.3
4:55:09 PM	30.3
4:55:10 PM	30.3
4:55:11 PM	30.4
4:55:12 PM	30.4
4:55:13 PM	30.5
4:55:14 PM	30.5
4:55:15 PM	30.5
4:55:16 PM	30.6
4:55:17 PM	30.6
4:55:18 PM	30.6
4:55:19 PM	30.7
4:55:20 PM	30.7
4:55:21 PM	30.7
4:55:22 PM	30.8
4:55:23 PM	30.8
4:55:24 PM	30.8
4:55:25 PM	30.9
4:55:26 PM	30.9
4:55:27 PM	31.0
4:55:28 PM	31.0
4:55:29 PM	31.0
4:55:30 PM	31.1
4:55:31 PM	31.1
4:55:32 PM	31.1
4:55:33 PM	31.2
4:55:34 PM	31.2
4:55:35 PM	31.2
4:55:37 PM	31.3
4:55:38 PM	31.3
4:55:39 PM	31.3
4:55:40 PM	31.4
4:55:41 PM	31.4
4:55:42 PM	31.5
4:55:43 PM	31.5
4:55:44 PM	31.5
4:55:45 PM	31.6
4:55:46 PM	31.6
4:55:47 PM	31.6
4:55:48 PM	31.7
4:55:49 PM	31.7
4:55:50 PM	31.7
4:55:51 PM	31.8
4:55:52 PM	31.8
4:55:53 PM	31.9
4:55:54 PM	31.9
4:55:55 PM	32.0
4:55:56 PM	31.9
4:55:57 PM	32.0
4:55:58 PM	32.1
4:55:59 PM	32.0
4:56:00 PM	32.1
4:56:01 PM	32.1
4:56:02 PM	32.2
4:56:03 PM	32.2
