Start Time:	10/24/2014 2:48:31 PM
Units:	Deg C
Thermocouple:	J
Device:	019811EA
Logging Interval:	1 second(s)
Description:	Chilled water, returned to room temp at 2:48:00 PM, with no lid and thermocouple in,


Time	Temp
2:48:32 PM	8.4
2:48:33 PM	8.4
2:48:34 PM	8.5
2:48:35 PM	8.5
2:48:36 PM	8.5
2:48:37 PM	8.5
2:48:38 PM	8.5
2:48:39 PM	8.5
2:48:40 PM	8.5
2:48:41 PM	8.5
2:48:42 PM	8.6
2:48:43 PM	8.6
2:48:44 PM	8.6
2:48:45 PM	8.6
2:48:46 PM	8.6
2:48:47 PM	8.6
2:48:48 PM	8.6
2:48:49 PM	8.7
2:48:50 PM	8.7
2:48:51 PM	8.7
2:48:52 PM	8.7
2:48:53 PM	8.7
2:48:54 PM	8.7
2:48:55 PM	8.7
2:48:56 PM	8.7
2:48:57 PM	8.8
2:48:58 PM	8.8
2:48:59 PM	8.8
2:49:00 PM	8.8
2:49:01 PM	8.8
2:49:02 PM	8.8
2:49:03 PM	8.8
2:49:04 PM	8.9
2:49:05 PM	8.9
2:49:06 PM	8.9
2:49:07 PM	8.9
2:49:08 PM	8.9
2:49:09 PM	8.9
2:49:10 PM	8.9
2:49:11 PM	8.9
2:49:12 PM	9.0
2:49:13 PM	9.0
2:49:14 PM	9.0
2:49:15 PM	9.0
2:49:16 PM	9.0
2:49:17 PM	9.0
2:49:19 PM	9.0
2:49:20 PM	9.0
2:49:21 PM	9.0
2:49:22 PM	9.1
2:49:23 PM	9.1
2:49:24 PM	9.1
2:49:25 PM	9.1
2:49:26 PM	9.1
2:49:27 PM	9.1
2:49:28 PM	9.1
2:49:29 PM	9.1
2:49:30 PM	9.2
2:49:31 PM	9.2
2:49:32 PM	9.2
2:49:33 PM	9.2
2:49:34 PM	9.2
2:49:35 PM	9.2
2:49:36 PM	9.2
2:49:37 PM	9.2
2:49:38 PM	9.2
2:49:39 PM	9.3
2:49:40 PM	9.2
2:49:41 PM	9.3
2:49:42 PM	9.3
2:49:43 PM	9.3
2:49:44 PM	9.3
2:49:45 PM	9.2
2:49:46 PM	9.3
2:49:47 PM	9.3
2:49:48 PM	9.3
2:49:49 PM	9.4
2:49:50 PM	9.3
2:49:51 PM	9.4
2:49:52 PM	9.3
2:49:53 PM	9.3
2:49:54 PM	9.4
2:49:55 PM	9.4
2:49:56 PM	9.4
2:49:57 PM	9.4
2:49:58 PM	9.4
2:49:59 PM	9.5
2:50:00 PM	9.4
2:50:01 PM	9.4
2:50:02 PM	9.4
2:50:03 PM	9.4
2:50:04 PM	9.5
2:50:05 PM	9.5
2:50:06 PM	9.5
2:50:07 PM	9.5
2:50:08 PM	9.5
2:50:09 PM	9.5
2:50:10 PM	9.5
2:50:11 PM	9.5
2:50:12 PM	9.5
2:50:13 PM	9.5
2:50:14 PM	9.5
2:50:15 PM	9.6
2:50:16 PM	9.6
2:50:17 PM	9.6
2:50:18 PM	9.6
2:50:19 PM	9.6
2:50:20 PM	9.6
2:50:21 PM	9.6
2:50:22 PM	9.6
2:50:23 PM	9.6
2:50:24 PM	9.6
2:50:25 PM	9.6
2:50:26 PM	9.7
2:50:27 PM	9.7
2:50:28 PM	9.7
2:50:29 PM	9.7
2:50:31 PM	9.7
2:50:32 PM	9.7
2:50:33 PM	9.7
2:50:34 PM	9.7
2:50:35 PM	9.7
2:50:36 PM	9.7
2:50:37 PM	9.8
2:50:38 PM	9.8
2:50:39 PM	9.8
2:50:40 PM	9.8
2:50:41 PM	9.8
2:50:42 PM	9.8
2:50:43 PM	9.8
2:50:44 PM	9.8
2:50:45 PM	9.8
2:50:46 PM	9.8
2:50:47 PM	9.8
2:50:48 PM	9.8
2:50:49 PM	9.9
2:50:50 PM	9.9
2:50:51 PM	9.9
2:50:52 PM	9.9
2:50:53 PM	9.9
2:50:54 PM	9.9
2:50:55 PM	9.9
2:50:56 PM	9.9
2:50:57 PM	9.9
2:50:58 PM	9.9
2:50:59 PM	10.0
2:51:00 PM	10.0
2:51:01 PM	10.0
2:51:02 PM	10.0
2:51:03 PM	10.0
2:51:04 PM	10.0
2:51:05 PM	10.0
2:51:06 PM	10.0
2:51:07 PM	10.0
2:51:08 PM	10.0
2:51:09 PM	10.0
2:51:10 PM	10.1
2:51:11 PM	10.1
2:51:12 PM	10.1
2:51:13 PM	10.1
2:51:14 PM	10.1
2:51:15 PM	10.1
2:51:16 PM	10.1
2:51:17 PM	10.1
2:51:18 PM	10.1
2:51:19 PM	10.1
2:51:20 PM	10.1
2:51:21 PM	10.1
2:51:22 PM	10.2
2:51:23 PM	10.2
2:51:24 PM	10.2
2:51:25 PM	10.1
2:51:26 PM	10.2
2:51:27 PM	10.1
2:51:28 PM	10.1
2:51:29 PM	10.1
2:51:30 PM	10.2
2:51:31 PM	10.2
2:51:32 PM	10.2
2:51:33 PM	10.2
2:51:34 PM	10.2
2:51:35 PM	10.3
2:51:36 PM	10.2
2:51:37 PM	10.2
2:51:38 PM	10.2
2:51:39 PM	10.2
2:51:40 PM	10.2
2:51:41 PM	10.2
2:51:43 PM	10.2
2:51:44 PM	10.3
2:51:45 PM	10.3
2:51:46 PM	10.3
2:51:47 PM	10.3
2:51:48 PM	10.3
2:51:49 PM	10.3
2:51:50 PM	10.3
2:51:51 PM	10.3
2:51:52 PM	10.3
2:51:53 PM	10.3
2:51:54 PM	10.3
2:51:55 PM	10.3
2:51:56 PM	10.3
2:51:57 PM	10.4
2:51:58 PM	10.4
2:51:59 PM	10.4
2:52:00 PM	10.4
2:52:01 PM	10.4
2:52:02 PM	10.4
2:52:03 PM	10.4
2:52:04 PM	10.4
2:52:05 PM	10.4
2:52:06 PM	10.4
2:52:07 PM	10.4
2:52:08 PM	10.4
2:52:09 PM	10.5
2:52:10 PM	10.5
2:52:11 PM	10.5
2:52:12 PM	10.5
2:52:13 PM	10.5
2:52:14 PM	10.5
2:52:15 PM	10.5
2:52:16 PM	10.5
2:52:17 PM	10.5
2:52:18 PM	10.5
2:52:19 PM	10.5
2:52:20 PM	10.5
2:52:21 PM	10.5
2:52:22 PM	10.6
2:52:23 PM	10.6
2:52:24 PM	10.6
2:52:25 PM	10.6
2:52:26 PM	10.6
2:52:27 PM	10.6
2:52:28 PM	10.6
2:52:29 PM	10.6
2:52:30 PM	10.6
2:52:31 PM	10.6
2:52:32 PM	10.6
2:52:33 PM	10.6
2:52:34 PM	10.6
2:52:35 PM	10.6
2:52:36 PM	10.7
2:52:37 PM	10.7
2:52:38 PM	10.7
2:52:39 PM	10.7
2:52:40 PM	10.7
2:52:41 PM	10.7
2:52:42 PM	10.7
