Instrument Type				LS 6000							
Data Capture Date				23 Oct 2014 18:15:07							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD4EAEF.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.0620	8459.40	8459.40	8459.40	0.97	8459.40	0.97	0.08	5.46
2	**-2	5.00	12.0600	74126.20	74126.20	74126.20	0.33	74126.20	0.33	0.00	12.74
3	**-3	5.00	12.1000	77299.00	77299.00	77299.00	0.32	77299.00	0.32	0.00	20.08
4	**-4	5.00	11.0800	70977.40	70977.40	70977.40	0.34	70977.40	0.34	0.00	27.42
5	**-5	5.00	11.1500	75485.00	75485.00	75485.00	0.33	75485.00	0.33	0.00	34.74
6	**-6	5.00	12.2200	75616.40	75616.40	75616.40	0.33	75616.40	0.33	0.02	42.10
7	**-7	5.00	12.2300	79375.40	79375.40	79375.40	0.32	79375.40	0.32	0.02	49.48
8	**-8	5.00	11.1900	74549.80	74549.80	74549.80	0.33	74549.80	0.33	0.00	56.82
9	**-9	5.00	11.1000	70505.40	70505.40	70505.40	0.34	70505.40	0.34	0.00	64.17
10	**-10	5.00	11.3300	74411.60	74411.60	74411.60	0.33	74411.60	0.33	0.02	71.53
11	**-11	5.00	11.2200	72255.60	72255.60	72255.60	0.33	72255.60	0.33	0.02	78.88
13	**-1	5.00	12.0400	75744.40	75744.40	75744.40	0.32	75744.40	0.32	0.02	86.37
14	**-2	5.00	4.1560	9158.40	9158.40	9158.40	0.93	9158.40	0.93	0.07	93.58
15	**-3	5.00	12.1000	75547.00	75547.00	75547.00	0.33	75547.00	0.33	0.02	100.89
16	**-4	5.00	18.1700	84757.80	84757.80	84757.80	0.31	84757.80	0.31	0.00	108.24
17	**-5	5.00	18.0000	88083.40	88083.40	88083.40	0.30	88083.40	0.30	0.00	115.65
18	**-6	5.00	16.8000	85431.80	85431.80	85431.80	0.31	85431.80	0.31	0.00	123.02
19	**-7	5.00	16.7500	86002.60	86002.60	86002.60	0.30	86002.60	0.30	0.00	130.39
20	**-8	5.00	18.1600	86490.60	86490.60	86490.60	0.30	86490.60	0.30	0.00	137.78
21	**-9	5.00	18.1200	89418.20	89418.20	89418.20	0.30	89418.20	0.30	0.00	145.15
22	**-10	5.00	16.8100	86369.80	86369.80	86369.80	0.30	86369.80	0.30	0.00	152.54
23	**-11	5.00	16.8100	85254.40	85254.40	85254.40	0.31	85254.40	0.31	0.00	159.91
25	**-1	5.00	18.1700	85450.60	85450.60	85450.60	0.31	85450.60	0.31	0.00	167.40
26	**-2	5.00	18.2700	82113.80	82113.80	82113.80	0.31	82113.80	0.31	0.00	174.78
27	**-3	5.00	4.1910	8741.60	8741.60	8741.60	0.96	8741.60	0.96	0.08	182.01
28	**-4	5.00	16.7700	77854.80	77854.80	77854.80	0.32	77854.80	0.32	0.00	189.32
29	**-5	5.00	16.6900	84473.00	84473.00	84473.00	0.31	84473.00	0.31	0.00	196.69
30	**-6	5.00	18.2600	86504.80	86504.80	86504.80	0.30	86504.80	0.30	0.02	204.07
31	**-7	5.00	18.4300	86571.60	86571.60	86571.60	0.30	86571.60	0.30	0.02	211.46
32	**-8	5.00	16.6400	82901.20	82901.20	82901.20	0.31	82901.20	0.31	0.00	218.82
33	**-9	5.00	16.7300	84090.20	84090.20	84090.20	0.31	84090.20	0.31	0.00	226.19
34	**-10	5.00	18.2400	86966.20	86966.20	86966.20	0.30	86966.20	0.30	0.02	233.59
