Instrument Type				LS 6000							
Data Capture Date				24 Oct 2014 10:27:07							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD339CA.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.0680	8177.80	8177.80	8177.80	0.99	8177.80	0.99	0.08	5.46
2	**-2	5.00	12.0300	76879.80	76879.80	76879.80	0.32	76879.80	0.32	0.00	12.73
3	**-3	5.00	12.0700	77776.60	77776.60	77776.60	0.32	77776.60	0.32	0.02	20.09
4	**-4	5.00	10.9700	74065.40	74065.40	74065.40	0.33	74065.40	0.33	0.00	27.41
5	**-5	5.00	11.0500	74937.20	74937.20	74937.20	0.33	74937.20	0.33	0.00	34.74
6	**-6	5.00	12.1200	72721.60	72721.60	72721.60	0.33	72721.60	0.33	0.02	42.08
7	**-7	5.00	12.1800	78694.20	78694.20	78694.20	0.32	78694.20	0.32	0.02	49.46
8	**-8	5.00	11.0500	75700.80	75700.80	75700.80	0.33	75700.80	0.33	0.00	56.81
9	**-9	5.00	10.9800	71273.60	71273.60	71273.60	0.34	71273.60	0.34	0.00	64.14
10	**-10	5.00	11.1400	73301.20	73301.20	73301.20	0.33	73301.20	0.33	0.02	71.48
11	**-11	5.00	11.0700	72345.80	72345.80	72345.80	0.33	72345.80	0.33	0.02	78.81
13	**-1	5.00	11.9600	69425.20	69425.20	69425.20	0.34	69425.20	0.34	0.02	86.28
14	**-2	5.00	4.1400	8900.60	8900.60	8900.60	0.95	8900.60	0.95	0.08	93.51
15	**-3	5.00	12.0300	77873.00	77873.00	77873.00	0.32	77873.00	0.32	0.02	100.84
16	**-4	5.00	18.0400	86316.40	86316.40	86316.40	0.30	86316.40	0.30	0.00	108.22
17	**-5	5.00	17.9400	84955.40	84955.40	84955.40	0.31	84955.40	0.31	0.00	115.61
18	**-6	5.00	16.6700	84508.80	84508.80	84508.80	0.31	84508.80	0.31	0.00	123.00
19	**-7	5.00	16.6700	86975.20	86975.20	86975.20	0.30	86975.20	0.30	0.00	130.38
20	**-8	5.00	18.0900	85926.60	85926.60	85926.60	0.31	85926.60	0.31	0.00	137.75
21	**-9	5.00	18.0900	90289.00	90289.00	90289.00	0.30	90289.00	0.30	0.00	145.16
22	**-10	5.00	16.6700	84436.60	84436.60	84436.60	0.31	84436.60	0.31	0.00	152.52
23	**-11	5.00	16.7400	85897.20	85897.20	85897.20	0.31	85897.20	0.31	0.00	159.92
25	**-1	5.00	18.0900	86296.20	86296.20	86296.20	0.30	86296.20	0.30	0.00	167.42
26	**-2	5.00	18.2500	81575.60	81575.60	81575.60	0.31	81575.60	0.31	0.00	174.79
27	**-3	5.00	4.1840	8495.00	8495.00	8495.00	0.97	8495.00	0.97	0.08	182.03
28	**-4	5.00	16.6300	78256.80	78256.80	78256.80	0.32	78256.80	0.32	0.00	189.33
29	**-5	5.00	16.4900	83978.40	83978.40	83978.40	0.31	83978.40	0.31	0.00	196.69
30	**-6	5.00	18.2200	88031.00	88031.00	88031.00	0.30	88031.00	0.30	0.02	204.10
31	**-7	5.00	18.2600	86302.00	86302.00	86302.00	0.30	86302.00	0.30	0.02	211.47
32	**-8	5.00	16.5000	83126.80	83126.80	83126.80	0.31	83126.80	0.31	0.00	218.85
33	**-9	5.00	16.5400	81038.00	81038.00	81038.00	0.31	81038.00	0.31	0.00	226.23
34	**-10	5.00	18.1200	85583.40	85583.40	85583.40	0.31	85583.40	0.31	0.02	233.62
35	**-11	5.00	18.0400	77585.60	77585.60	77585.60	0.32	77585.60	0.32	0.02	240.97
