Instrument Type				LS 6000							
Data Capture Date				24 Oct 2014 02:21:10							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD42572.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	4.0850	8170.60	8170.60	8170.60	0.99	8170.60	0.99	0.08	5.46
2	**-2	5.00	12.1400	77414.80	77414.80	77414.80	0.32	77414.80	0.32	0.00	12.75
3	**-3	5.00	12.1100	78119.20	78119.20	78119.20	0.32	78119.20	0.32	0.00	20.08
4	**-4	5.00	11.0600	73281.80	73281.80	73281.80	0.33	73281.80	0.33	0.00	27.41
5	**-5	5.00	11.1200	75088.20	75088.20	75088.20	0.33	75088.20	0.33	0.00	34.74
6	**-6	5.00	12.1100	71733.80	71733.80	71733.80	0.33	71733.80	0.33	0.02	42.10
7	**-7	5.00	12.1600	78716.80	78716.80	78716.80	0.32	78716.80	0.32	0.02	49.45
8	**-8	5.00	11.0900	73683.40	73683.40	73683.40	0.33	73683.40	0.33	0.00	56.77
9	**-9	5.00	11.0500	70599.80	70599.80	70599.80	0.34	70599.80	0.34	0.00	64.10
10	**-10	5.00	11.2000	74071.80	74071.80	74071.80	0.33	74071.80	0.33	0.02	71.44
11	**-11	5.00	11.1900	71763.20	71763.20	71763.20	0.33	71763.20	0.33	0.02	78.76
13	**-1	5.00	12.0000	76350.40	76350.40	76350.40	0.32	76350.40	0.32	0.02	86.22
14	**-2	5.00	4.1650	9236.80	9236.80	9236.80	0.93	9236.80	0.93	0.08	93.45
15	**-3	5.00	12.0700	77301.80	77301.80	77301.80	0.32	77301.80	0.32	0.02	100.78
16	**-4	5.00	18.1700	85531.00	85531.00	85531.00	0.31	85531.00	0.31	0.00	108.16
17	**-5	5.00	17.9500	82319.80	82319.80	82319.80	0.31	82319.80	0.31	0.00	115.56
