Instrument Type				LS 6000							
Data Capture Date				09 Nov 2014 20:28:25							
User Filename				C:\DOCUME~1\LABADM~1\LOCALS~1\TEMP\RAD77F40.TMP							


User Number				4							
User Id				TEST2							
User Comments											

Scintillator Choice:				LIQUID							




Sam	Rack	Time	IC#	Raw CPM1	Raw CPM2	CPM Iso1	%Err1	CPM Iso2	%Err2	LumEx	ElTime

1	**-1	5.00	50.9200	139810.41	139810.41	139810.41	0.24	139810.41	0.24	0.02	5.72
2	**-2	5.00	12.4200	82181.20	82181.20	82181.20	0.31	82181.20	0.31	0.00	13.34
4	**-4	5.00	12.4300	75953.60	75953.60	75953.60	0.32	75953.60	0.32	0.00	20.61
6	**-6	5.00	12.4500	80451.40	80451.40	80451.40	0.32	80451.40	0.32	0.00	27.89
8	**-8	5.00	12.3700	80480.80	80480.80	80480.80	0.32	80480.80	0.32	0.00	35.15
10	**-10	5.00	18.0100	90565.80	90565.80	90565.80	0.30	90565.80	0.30	0.00	42.47
12	**-12	5.00	17.9200	86885.40	86885.40	86885.40	0.30	86885.40	0.30	0.00	49.78
14	**-2	5.00	110.3000	232427.00	232427.00	232427.00	0.19	232427.00	0.19	0.00	57.56
15	**-3	5.00	18.0600	87697.20	87697.20	87697.20	0.30	87697.20	0.30	0.00	65.27
17	**-5	5.00	18.0200	83075.00	83075.00	83075.00	0.31	83075.00	0.31	0.00	72.56
19	**-7	5.00	22.4200	92514.20	92514.20	92514.20	0.29	92514.20	0.29	0.00	79.88
21	**-9	5.00	22.4100	93181.40	93181.40	93181.40	0.29	93181.40	0.29	0.00	87.21
23	**-11	5.00	22.5400	88188.80	88188.80	88188.80	0.30	88188.80	0.30	0.00	94.53
25	**-1	5.00	22.3100	89341.80	89341.80	89341.80	0.30	89341.80	0.30	0.00	101.95
27	**-3	5.00	4.2100	8999.60	8999.60	8999.60	0.94	8999.60	0.94	0.00	109.11
28	**-4	5.00	171.5000	90831.60	90831.60	90831.60	0.30	90831.60	0.30	0.00	116.33
30	**-6	5.00	168.9000	99827.00	99827.00	99827.00	0.28	99827.00	0.28	0.00	123.93
32	**-8	5.00	162.3000	95382.80	95382.80	95382.80	0.29	95382.80	0.29	0.00	131.57
34	**-10	5.00	174.3000	96683.80	96683.80	96683.80	0.29	96683.80	0.29	0.00	139.16
36	**-12	5.00	12.3100	79596.00	79596.00	79596.00	0.32	79596.00	0.32	0.00	146.74
38	**-2	5.00	12.4200	82097.80	82097.80	82097.80	0.31	82097.80	0.31	0.00	154.12
40	**-4	5.00	4.1240	8242.00	8242.00	8242.00	0.99	8242.00	0.99	0.00	161.28
41	**-5	5.00	12.2800	76098.00	76098.00	76098.00	0.32	76098.00	0.32	0.00	168.50
43	**-7	5.00	12.3500	79187.80	79187.80	79187.80	0.32	79187.80	0.32	0.00	175.75
45	**-9	5.00	17.9000	83556.00	83556.00	83556.00	0.31	83556.00	0.31	0.00	183.06
47	**-11	5.00	18.0300	88933.40	88933.40	88933.40	0.30	88933.40	0.30	0.00	190.37
49	**-1	5.00	17.9900	86394.80	86394.80	86394.80	0.30	86394.80	0.30	0.00	197.80
51	**-3	5.00	17.8500	82353.20	82353.20	82353.20	0.31	82353.20	0.31	0.00	205.09
53	**-5	5.00	4.0230	8337.60	8337.60	8337.60	0.98	8337.60	0.98	0.00	212.24
54	**-6	5.00	22.6100	92270.40	92270.40	92270.40	0.29	92270.40	0.29	0.00	219.49
56	**-8	5.00	22.4500	90740.40	90740.40	90740.40	0.30	90740.40	0.30	0.00	226.82
58	**-10	5.00	22.4200	87941.20	87941.20	87941.20	0.30	87941.20	0.30	0.00	234.15
60	**-12	5.00	22.3100	94511.20	94511.20	94511.20	0.29	94511.20	0.29	0.00	241.50
62	**-2	5.00	171.0000	89924.60	89924.60	89924.60	0.30	89924.60	0.30	0.00	248.91
64	**-4										
